1770258678.77,1.163,0.952,1.011,0.114,0.5,0.051
1770258678.97,1.17,0.556,0.982,0.0,0.5,0.051
1770258679.26,1.108,1.998,0.991,0.691,0.5,0.05
1770258679.57,1.097,1.026,0.999,1.0,0.5,0.049
1770258679.86,1.183,0.638,1.006,0.0,0.5,0.049
1770258680.06,1.175,0.696,0.995,0.0,0.5,0.049
1770258680.36,0.479,0.95,1.056,1.0,0.5,0.051
1770258680.56,0.999,0.823,0.951,0.327,0.5,0.053
1770258680.87,0.767,0.257,1.017,0.718,0.5,0.053
1770258681.16,0.54,1.099,1.02,0.818,0.5,0.053
1770258681.36,0.822,1.553,1.045,0.0,0.5,0.05
1770258681.57,0.685,1.804,1.014,0.15,0.5,0.049
1770258681.77,0.633,1.359,1.012,0.0,0.5,0.048
1770258682.07,0.636,0.586,1.015,0.135,0.5,0.047
1770258682.37,0.955,0.888,1.035,0.0,0.5,0.046
1770258682.58,1.206,1.34,1.032,0.0,0.5,0.044
1770258682.88,1.218,0.604,1.045,0.0,0.5,0.043
1770258683.16,1.07,0.837,1.051,0.569,0.5,0.041
1770258683.46,1.066,0.438,0.996,0.924,0.5,0.041
1770258683.67,0.547,1.144,1.005,1.0,0.5,0.044
1770258683.97,1.046,0.635,1.028,0.13,0.5,0.047
1770258684.27,1.005,0.245,1.05,0.196,0.5,0.049
1770258684.57,0.896,0.369,1.045,0.104,0.5,0.051
1770258684.87,0.926,0.811,1.075,0.897,0.5,0.051
